(1.0,0.3337061277595177)
(0.1,0.6924403025000797)
(1.0,0.3427709297416146)
(1.0,0.11648414580352202)
(1.0,0.17424049227874516)
(0.3907057323349894,0.4485223842640382)
(1.0,0.08378343375180942)
(0.1,0.195727105382015)
(1.0,0.26679185372945574)
(1.0,0.006041329197086283)
(0.7077550484630579,0.31646293925447244)
(1.0,0.3811563765260874)
(1.0,0.1264581688434486)
(1.0,2.571266830129817)
(1.0,0.14611523612219102)
(0.8501882213602161,0.06096817707147459)
(0.1,0.43631824953365145)
(1.0,0.0438193362819366)
(0.21898076347381018,0.0)
(1.0,0.0)
(0.1245689830631318,0.31172701651906215)
(0.1,0.5155558694673869)
(0.404894589730072,0.07266468811052149)
(1.0,0.3565486565640498)
(0.1,0.07078557642559709)
(0.6106013413076181,3.617507110459756)
(0.1,0.46678888231033083)
(0.5210853455311081,0.0010420135628657406)
(0.8893410871309927,0.08187644345914574)
(0.1,0.0)
(0.509793009019722,0.08014872887959587)
(0.1,0.0)
(1.0,0.0)
(0.10084294952245285,0.43365796623415664)
(0.3761618131225714,0.20346279827400088)
(0.1,0.014145468223827382)
(0.1,0.013013684952389235)
(1.0,2.392978458171757)
(0.1,0.0)
(1.0,0.36329285790302385)
(0.1,0.0)
(0.1,2.705015129528782)
(0.1,1.0515880692028226)
(0.9497076559739102,0.28020671640654315)
(0.37006449601143854,0.0)
(0.6418408613929953,0.0)
(0.1,0.049092592255373727)
(0.18529296308224114,0.24567162290584743)
(0.6409754833854721,0.07743797484361559)
(0.1,0.6481884850042482)
(0.8310681113826377,0.304554825412889)
(1.0,0.32974721827312037)
(0.1,0.0)
(1.0,0.3897799088873904)
(0.1,0.0)
(0.25154977793669436,0.24224992999106726)
(1.0,0.09843526234279976)
(0.1,0.4215276188532824)
(0.1,0.2979014330000693)
(0.6702398902238287,0.13194697248601936)
(0.44273934327400916,0.1845748338306365)
(1.0,0.0711005797559199)
(0.1,0.0)
(1.0,0.31409888140328945)
(1.0,1.5624692062951742)
(0.34158058337643343,0.18001330846030233)
(0.1,0.0)
(0.4384520834827662,0.19609618417700844)
(0.606241999844855,0.15961288744939925)
(0.31275055019292675,0.0)
(0.559369821168246,0.1408735936787805)
(0.4678494829159635,0.2552945025452373)
(0.7375298640232971,0.3549486756862712)
(0.43470441770657714,0.010079584407323157)
(0.7713361929732122,0.1901731106696984)
(0.1211507667425511,0.1946245849797556)
(1.0,0.043588740660175)
(0.40312222017719823,0.2501812486136753)
(1.0,0.2235705578561799)
(0.5093408704226284,0.43298647574686977)
(0.1,0.0)
(0.1,0.13290303092018205)
(0.882548964569806,0.2938573423701472)
(0.1,0.4378098458565952)
(0.2276754256277697,0.16418679635853825)
(0.1,3.1508523319542157)
(0.13445436075166134,0.4842934366580208)
(0.1,0.3277528812372482)
(1.0,0.0)
(0.1,0.0)
(1.0,0.3057600252128765)
(0.1,0.8411225372968864)
(0.1,0.0)
(1.0,0.0)
(0.28394186794246007,0.0)
(0.14220444909951535,0.06140550403863497)
(0.28012764210422564,0.496603412746639)
(0.1,0.35052292021797693)
(0.7260136521143394,0.1223690116465572)
(0.28176622203355606,0.2852787498472094)
