(0.1,10.0)
(0.1,10.0)
(1.0,1.0)
(1.0,1.0)
(0.38392968670142247,2.604643596570036)
(0.8392766873884943,1.1915021768466068)
(0.46720020568042453,2.1404100166086453)
(0.6799863121465236,1.4706178376492376)
(0.6358764596340243,1.5726325213793027)
(0.3347056626772391,2.987699676190757)
(0.912847346915637,1.0954734144529616)
(0.5609562089400102,1.782670347636605)
(0.5970757216308196,1.6748294458676956)
(0.1204018439369915,8.305520640724724)
(0.14073429963897371,7.105588350283507)
(0.5195656892453353,1.9246844445261415)
(0.2571038103860949,3.8894795005110647)
(0.8217136850706963,1.216968900687062)
(0.43632986128103635,2.2918440582179374)
(0.2972105147770065,3.364618512068081)
(0.18103671658425002,5.523741365109352)
(0.21290993506859474,4.69682168508399)
(0.7213115078961743,1.3863635739247628)
(0.9307051288157602,1.0744541628049384)
(0.9720599788499373,1.028743104086148)
(0.19472073889958252,5.13555980555158)
(0.5224557603125851,1.9140376582348337)
(0.7832067424043709,1.2768020828448108)
(0.2344039227125815,4.266140209718963)
(0.3078852744911934,3.247963065634058)
(0.1587326022521896,6.299903018103552)
(0.10735339217084505,9.315029360307248)
(0.4363673738100867,2.2916470387522927)
(0.7265076734630459,1.3764479530316556)
(0.7530230744501087,1.3279805545537167)
(0.15715542500791058,6.363127457735958)
(0.755837978831896,1.3230348672680385)
(0.7807384191593068,1.2808387232650758)
(0.993652621829723,1.0063879247443526)
(0.24341382979642623,4.1082300082798415)
(0.10491773927282225,9.53127666427939)
(0.24932057182424083,4.010900475171991)
(0.9222643497915066,1.0842878185913474)
(0.9808241801888353,1.0195507209125623)
(0.30236235897573066,3.3072899794390933)
(0.9261220285234839,1.0797713143637235)
(0.976078041749831,1.0245082434261954)
(0.9998592202447019,1.0001407995770282)
(0.9803560862120982,1.020037529285713)
(0.1585324572437918,6.30785655748839)
